"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Gibson, Kyle","502043","91.4","90.7","88.6",,"84.9","78.3",,,"80.7",
"Fried, Max","608331","93.9","93.5","87.9","83.6","85.7","74.6",,,"80.6",
"Blanco, Ronel","669854","93.4",,,"86.4","85.2","80.1",,,,
"Miller, Bryce","682243","95.2","94.7","92.1","86.6",,"85","84.4",,"82.4",
"Houck, Tanner","656557","94.8","93.5","87.1",,,,"88.4",,"83.2",
"Heaney, Andrew","571760","91.6","92.2","86.6","82.5","83.7","75.6",,,,
"Bello, Brayan","678394","95.7","95.7",,"86.8","87.6",,,,,
"Mikolas, Miles","571945","93.2","92.4",,"86.5","85.6","76.3",,,"80.8",
"Civale, Aaron","650644","92","92.6","88.1","83.5",,"77.1","85.6",,"80.2",
"Ober, Bailey","641927","91.7",,,"86.2","83.4","76.1",,,"80.3",
"Gil, Luis","661563","96.6","97.7",,"87.5","91.6",,,,,
"Stroman, Marcus","573186","89.9","90","88.1","85.3",,"76.2","83.3",,,"82.2"
"Rea, Colin","607067","93","92.3","87.6",,,"78.7","86.5",,"82",
"Quantrill, Cal","615698","94","93.7","87.8",,"84.9","79.6","86.5",,,
"Montas, Frankie","593423","95.6","94.8","90.4","85.4",,,"86",,,
"Eovaldi, Nathan","543135","95.4",,"91.3","86",,"76.7","88.4",,,
"Gomber, Austin","596295","90.4","90.2",,"83.8","81.1","77.6",,,,
"Wacha, Michael","608379","93.6","93.6","88.8","84.1","81.2","75.2",,,,
"Valdez, Framber","664285","94.8","94.1",,"85.1","89.9","79.7",,,,
"Imanaga, Shota","684007","91.7","89","89.8",,"81.6","72.5","82.9",,"81.6",
"Feltner, Ryan","663372","94.6","94.1",,"88.6","85.2","79.2",,,"82.7",
"Flaherty, Jack","656427","93.4","90.3",,"84.7","85.7","77.4",,,,
"Greene, Hunter","668881","97.6","100",,"86.8",,"80.9","87",,,
"Assad, Javier","665871","91.5","91.4","87.9","81.1","83.7","76.8",,,"79.9",
"Gallen, Zac","668678","93.7","93.6","90.3","86.9","86.6","81",,,,
"Arrighetti, Spencer","681293","94.1","94.1","88.1","82.9","85.5","78.4",,,"80.8",
"Littell, Zack","641793","92.4","91.6",,"86.6",,,"83",,"79.5",
"Taillon, Jameson","592791","92.3","92.5","86.5",,"86","79.5",,,"80.4",
"Gray, Sonny","543243","92.3","92.7","87.7",,"88.3","79.9",,,"84.8",
"Spence, Mitch","687765",,"91.9","90.7","84.3","88.4","80.4",,,,
"Waldron, Matt","663362","90.7","90","87",,,,,"77.6","79.3",
"Eflin, Zach","621107","92.5","91.7","88.2","80.8","85.6","78.8",,,"79.7",
"Nelson, Ryne","669194","95.2",,"91.2","84.2","83","77.8",,,"82.3",
"Lively, Ben","594902","89.9","90.4",,"80.7","83.9","76.9",,,"79",
"Parker, Mitchell","680730","92.5",,,"84.5",,"80.5","85.6",,,
"Crochet, Garrett","676979","97.2","97.9","91.5",,"91",,,,"84.2",
"Pivetta, Nick","601713","93.9","92.7","88.3","83.9",,"80",,,"82.5",
"Suárez, Ranger","624133","91.8","90.8","86.5","81.3","80","74.4",,,,
"Abbott, Andrew","671096","92.8",,,"85.1","84.8","80.8",,,"82.9",
"Woods Richardson, Simeon","680573","93.1",,,"86.4","82.8","76.1",,,,
"Bradley, Taj","671737","96.4",,"90.9",,,"79.1","90.9",,,
"Rogers, Trevor","669432","91.9","91.5",,"82.4","85.6",,,,,
"Suárez, Albert","544150","94.8",,"86.3",,"86.1","79",,,,"81.7"
"Pérez, Martín","527048","91.5","90.7","87.9","82.8","83.4","77.9",,,,
"Kremer, Dean","665152","93.4","92.2","86.9",,,"77","84.1",,,
"Marsh, Alec","679525","94.2","93.6",,"86.6","86.3","82.8",,,"86.1",
"Myers, Tobias","668964","92.9","94.5","89.2","85.5","81.1","77.8",,,,
"Stone, Gavin","694813","94.9","95.3","92.3","88.8","87.5","83.3",,,"87.7",
"Pepiot, Ryan","686752","94.9","93.8","91.6","89","85.8","80.6",,,,
"Ortiz, Luis L.","682847","95.9","94.9","91","85.8","90.6",,,,,
"Falter, Bailey","663559","91.8","92",,"86.1",,"77.7","86.9",,,
"Hendricks, Kyle","543294","87.7","87.6",,,"80.9","74.3",,,,
"Martinez, Nick","607259","92.6","92","89.1","84.9","80.1","80.8",,,,
"Skenes, Paul","694973","98.8","94",,"86.5","87.3","83",,,"84.7",
"López, Reynaldo","625643","95.5",,,"85","86.1","77",,,,
"Ryan, Joe","657746","94","92.9",,"87.1",,,"88.5",,"81.3",
"Lorenzen, Michael","547179","93.8","93.6","90.1","85.2","84.6","81.7",,,"82",
"Harrison, Kyle","690986","92.5","92.7",,"88.2","84.8","73.7",,,,"80.6"
"Steele, Justin","657006","91.6","91.5",,"83.3","86.2","79.9",,,,
"Lynn, Lance","458681","92.3","91.1","88.1",,"84.8","80.4",,,"82",
"Cannon, Jonathan","686563","94.3","93.3","90.2",,"85.7",,,,"81.9",
"Estes, Joey","683155","92.4","90.7","86.4","81.7","84.8",,,,"78.2",
"Glasnow, Tyler","607192","96.3","96.5",,"90",,"83.7",,,,
"Maeda, Kenta","628317","90.8","90.4","84.8","82.1",,"76.4","83.9",,"80.3",
"Hicks, Jordan","663855","95.3","94.5",,,,,"84.3",,"81.1",
"Pallante, Andre","669467","94.5","94.8",,"87.5",,"79.5",,,,
"Montgomery, Jordan","656756","92.1","91.8",,"84.2","83.1","79.2",,,,
"Jones, Jared","683003","97.3","97.8",,"88.8","89.9","81.5",,,,
"Schwellenbach, Spencer","680885","96.1","95.1","93","87.3",,"80.6","84.5",,,
"Rodriguez, Grayson","680570","96.1",,,"86.5","83.1","81.3",,,,
"Peterson, David","656849","93.2","91.9",,"85.1","84.7","79.1",,,,
"Lodolo, Nick","666157","94.2","94.1",,,"88.1","81.7",,,,
"Olson, Reese","681857","94.2","94.2",,"84.8","86.5","79",,,,
"Mize, Casey","663554","95.5","95.5",,"85.7",,"79.6","86.2",,,
"Snell, Blake","605483","95.9","97.3",,"88.7","85.5","81.1",,,,
"Freeland, Kyle","607536","91.6","91.4",,"86.9","86","83.5",,,,
"Irvin, Cole","608344","91.9","91.6","85.9","78.1","84.9","77.3",,,,
"Ureña, José","570632","96.4","96",,"87","88.7",,,,,
"Criswell, Cooper","681867",,"89.1","86.4","82.2","84.4",,,,"76.8",
"Soriano, José","667755","98.8","97.7",,"91.5",,"86.4","92.8",,,
"Cabrera, Edward","665795","96.3","96.6",,"89.2","93","84.8",,,,
"Woo, Bryan","693433","94.8","94.7",,"86.2","89.6",,,,"82.2",
"Paxton, James","572020","93.2","92.5","84",,"82.6","80.8",,,,
"Carrasco, Carlos","471911","91.7","91.1",,"83.9","86.8","80.4",,,"80.2",
"Dunning, Dane","641540","89.2","89.7","88.1","80.6","85","75.6",,,,
"Vásquez, Randy","681190","94.3","94.2","90.2",,"88.6","82.2",,,"82.4",
"Alexander, Tyler","641302","89.7","89.6","85","76.7","81.3",,,,"77.8",
"Allen, Logan","671106","91.2","91.2","85.3",,"81.7",,,,"78.6",
"Wilson, Bryse","669060","93.6","93.1","88.8",,"88","80.4",,,,
"Gray, Jon","592351","94.9",,,"88.6","88.7","78.9",,,,
"Herz, DJ","687792","93.5",,,"86.1","83.5","81.2",,,,
"Musgrove, Joe","605397","93","92.6","89.7","86.4","87.1","81.6",,,"82.1",
"Verlander, Justin","434378","93.5","92.2",,"86.7","84","77.6",,,,
"Francis, Bowden","670102","92.9","90.3",,"81.7",,"73.5","83.8",,,
"Detmers, Reid","672282","93.8","93.8",,"86.2","84.7","75",,,,
"Spiers, Carson","686730","92.4","92.1","87.8","85.3","86.7",,,,"81.3",
"Montero, Keider","672456","94.7","94.1",,"83.6","85.9","78.7",,,,
"Cole, Gerrit","543037","95.9","95.3","91.4","88.3","88.2","82.5",,,,
"Yarbrough, Ryan","642232","86.7","86","83.8",,"77.4","71.3",,,,
"Hudson, Dakota","641712","90","90.4","86.9","84","83.5","80.2",,,,
"Rodríguez, Yariel","684320","93.9","93.4",,"84.6",,"78.3","88.9",,,
"Muñoz, Roddery","682610","95.4","94.9","89.8","85.7","89.3",,,,,
"Fulmer, Carson","608334","93.1","92.6",,"88","87.8","82.4",,,"83.5",
"Yamamoto, Yoshinobu","808967","95.5","94.7","91.5","86.4",,"78","90.2",,"83.7",
"Paddack, Chris","663978","93.3",,,"85.9","82.9","78.2",,,,
"Schmidt, Clarke","657376","93.2","94.3","92.4",,"87.1","83.8",,,"85.2",
"Sandoval, Patrick","663776","93.7","93.7",,"87.8","82.9","76.3",,,"81.3",
"Soroka, Michael","647336","93.5","92.3",,"81.9","82.1",,,,,
"Walker, Taijuan","592836","91.5","91.1","87.3",,,"74.7","86.7",,"85.1",
"Avila, Pedro","658648","93.4","93",,"83","83.4","77.6",,,"77.9",
"Tonkin, Michael","543859","93.2","92.5",,"83.8",,,,,"80.6",
"Weathers, Ryan","677960","95.9","94.5",,"89","86.4",,,,"82.6",
"Povich, Cade","700249","92.4","91.5","88.3",,"86.1","76.3",,,"82.6",
"Birdsong, Hayden","806185","95.8","94.2",,"86.4","88.1","80.5",,,,
"Weaver, Luke","596133","95.7","97.1","91.3",,"88.6","82.6",,,,
"Law, Derek","571882","95.1","94.7","91.5","87.3","88","77.9",,,,
"Williams, Gavin","668909","96.6","96.9","91.6","88.6","89.2","79.5",,,,
"Megill, Tylor","656731","95.7","94.6","90","85.5","87.2","78","84.7",,"80.5",
"Stripling, Ross","548389","91.7","90.2","87.5","84.7","82.7","76.3",,,,
"Liberatore, Matthew","669461","94.7","95.5","91.4","87.4","87.8","78.2",,,,
"Ashcraft, Graham","668933",,"94.8","95.6","88.4","91",,,,,
"Vodnik, Victor","680767","98","95.5",,"84.6","90.1",,,,,
"Holton, Tyler","663947","92","91.6","87.7",,"83.6","79.2",,,"80.6",
"Buehler, Walker","621111","95","94.8","91.2","85.1","90","78",,,"82.5",
"McKenzie, Triston","663474","91.1",,,"85.4",,"77.7",,,,
"Abreu, Bryan","650556","96.7","96.4",,"86.2","90",,,,,
"Cecconi, Slade","677944","94.4",,"89.8","85.1","81.8","75.3",,,,
"Shuster, Jared","694363","92.5","91.6",,"86","84.1",,,,,
"Miller, Erik","669062","96.9","97.2",,"83.3","85.5",,,,,
"Darvish, Yu","506433","94.1","93.6","90.8","85.9",,"75.6","87.9",,"82.1",
"Akin, Keegan","669211","93.9",,,"85.5","85.6",,,,,
"Winckowski, Josh","670174","95.1","95.1","90.4","85.2","91.4",,,,,
"Wentz, Joey","666214","93.7",,"85.9",,"85.7","79.3",,,,
"Buttó, José","676130","94.2","93.5",,"85","87.1",,,,"82.7",
"Walker, Ryan","676254","94.7","95.6",,"83.9",,,,,,
"Harris, Hogan","663687","92.9",,,"78.8","81.1","72.4",,,,
"Blackburn, Paul","621112","91.9","91.2","89.1","81.3","85.7","79.4",,,,
"Robertson, David","502085",,"94.7","93.3","83.7","88","84.2",,,,
"Hjelle, Sean","663546","94.8","94.6","92.2",,,"85.8",,,,
"Baz, Shane","669358","95.6",,,"87.3","88.1","83.6",,,,
"Leclerc, José","600917","95.3","95","90.2","82","88.2",,,,,
"Scott, Tayler","605463","92.7","92.7",,"84",,,"85.5",,,
"Ross, Joe","605452","94.8","94.7",,"86.6","90.2","83.2",,,,
"Fernandez, Ryan","681676","95.5","95.8","90.1","87.3",,,,,,
"Beeks, Jalen","656222","94.5","92.9","84.9",,"88.9","74.8",,,,
"Kinley, Tyler","641755","95.8","94.4",,"89.5","87.3",,,,,
"Ginkel, Kevin","656464","96","94.3",,"87.4",,,,,,
"Richards, Trevor","670950","92.3",,,,"79.2",,,,,
"Martinez, Justin","679885","100.5","100.2",,"89.8",,,"89.8",,,
"Bradford, Cody","674003","89.8",,"86.5","82.7","80.9","74.9",,,,
"Banks, Tanner","621383","93.6","92.1",,"87.9","86.3","82.1",,,,
"Puk, A.J.","640462","95.6","94.6",,"85.5","90.3",,"84.4",,"81.5",
"Farmer, Buck","571656","92.7","92.5",,"82.2","86.8",,,,,
"Smith, Cade","671922","96",,,,,,"88.4",,"82.1",
"Hader, Josh","623352","95","96.1",,"85.5","89.3",,,,,
"Scott, Tanner","656945","97","97.7",,"88.5","92",,,,,
"Vest, Will","676684","96.1","94.9",,"86.9","89",,,,,
"Strickland, Hunter","519326","94.2","92.7","84","85.1","88.1",,,,"81.5",
"Sands, Cole","663485","95.7","94.6","90.8",,,"82.4","87.8",,,
"Brieske, Beau","689225","95.9","95.5",,"86.1","88.4",,,,,
"Knack, Landon","689017","93.5",,,"85.1","84.2","79.6",,,"84.8",
"Kelly, Merrill","518876","91.9","92.3","90.3","85.6","88.4","82.2",,,,
"Kopech, Michael","656629","98.7",,"91.2","87.1",,,,,,
"Thornton, Trent","663423","95.5","94.8","91.5","89.8","87.9","82.3",,,"81.8",
"Cruz, Fernando","518585","94.7","92","88.6",,,,"81.5",,,
"Blach, Ty","621389","90.4","89.1","82.9","85","80","79.2",,,,
"Houser, Adrian","605288","93.6","92.5",,"83.2","84.1","79.6",,,,
"Chapman, Aroldis","547973","97.8","99.8",,"87",,,"91.6",,,
"De Los Santos, Enyel","660853","95.5","95.8",,"86.4","87.6",,,,,
"Barnes, Jacob","606930","95.4",,"89.8","83.7",,,,,,
"Doval, Camilo","666808","99.7","97.5","99.1","88.8",,,,,,
"Armstrong, Shawn","542888","93.3","93.6","90.5","83.5",,,,,"85.1",
"Adam, Jason","592094","95.5","93.6","86.9","84.3","89.5",,,,"78.9",
"Vesia, Alex","681911","93.4","93.3",,"85","85.5",,,,,
"Santana, Dennis","642701","95.8","95","90.4","87.1","88.5",,,,,
"Festa, David","701581","94.7",,,"86.1","88.4",,,,,
"Cronin, Declan","686539","93.9","93.4",,"87.1",,,,,"81.6",
"Bellozo, Valente","678368","89.2",,"82.8",,"81.1","73.7",,,"77.7",
"Jiménez, Joe","641729","94.5",,,"84.6","89",,,,,
"Kerkering, Orion","689147","97.6","96.4",,,,,,,"86.2",
"Holmes, Clay","605280","97.3","96.6",,"87.1",,,,,"83.7",
"Luzardo, Jesús","666200","95.2","94.9",,"83.5","86.3","83.2",,,,
"Rogers, Taylor","573124",,"93",,,,,,,"79.3",
"Lawrence, Justin","664875","95.2","94.6",,,,,,,"83",
"Maton, Phil","664208",,"87.5","88.7","85.5",,"74.7",,,"80.9",
"Wesneski, Hayden","669713","94.6","93.5","88.1",,"87.1",,,,"82.4",
"Gaddis, Hunter","683769","95.4",,,"89.1","80.3",,,,,
"Contreras, Roansy","672710","94.7","94.5",,"85","89","77.9",,,"82.9",
"Jax, Griffin","643377","97.1","96.7",,,"92.3","86.5",,,"88.8",
"Finnegan, Kyle","640448","97.2",,,"85.4",,,"88.5",,,
"Baumann, Mike","657508","96.5","96.3",,"92.1","89.1","87.8",,,,
"Williams, Trevor","592866","88.9","87.6",,"81.3","82.8",,,,"77",
"Morejon, Adrian","670970","96.9","97.4",,"86",,,"86.2",,"81.8",
"Domínguez, Seranthony","622554","97.7","98",,"88.4","91.4",,,,,
"Pearson, Nate","663878","97.7","97.4",,"87.9",,"80.9","88.3",,,
"Cleavinger, Garrett","664076","96.4","95.9","90.7","87.2",,,,,"81",
"Bido, Osvaldo","674370","94.8","95","86.9","85.8","88.9",,,,,
"Miller, Bobby","676272","97.6","97.3",,"88.6","86.4","79.8",,,,
"Alvarado, José","621237","96.8","97.8","92.5",,,"85.4",,,,
"Matsui, Yuki","673513","92.2",,,"86",,"74.9","86.6",,"81",
"Molina, Anthony","683627","94.8",,,"88.7","85.3","82.9",,,,
"Chavez, Jesse","445926",,"90.7","88.8","81.4","85.2","75.7",,,,
"Milner, Hoby","571948","88.8","88.5",,,"81.1",,,,"79.5",
"Lambert, Peter","663567","94.5","93.9","90","86.9","87","77.9",,,,"81.3"
"Kelly, Kevin","687330","92","90.8","87.8",,,,,,"77.3",
"Cabrera, Génesis","650893","96","96","89.2",,"88.2","78.9",,,,
"Weissert, Greg","669711","93.9","93.7",,"85.5","84.6",,,,"79.8",
"Mears, Nick","683232","96.7",,,"86.5",,"81.5",,,,
"Kittredge, Andrew","552640","94","94.7","88.2","88.1",,,,,,
"Yates, Kirby","489446","93.2",,,"85.8",,,"86.3",,,
"Miller, Mason","695243","100.9","102.1",,"87.5","92.3",,"96.5",,,
"Holmes, Grant","656550","94.6",,"92.6","86.5","91.3","83.9",,,,
"Bednar, David","670280","97.2",,,,,"77.2","92.1",,,
"Barlow, Scott","605130","91.5","91",,"81",,"77.3",,,,
"Suter, Brent","608718","85.9","87.4",,"78.4","75.5",,,,,
"Floro, Dylan","571670","89.7","89.9",,"83.3","83.5",,,,,
"Koenig, Jared","657649","96.1","95","90.3",,"85.5","81.1",,,,
"Anderson, Chase","502624","93.6","92.8","88.8",,"83.9","78.9",,,"80.5",
"Smyly, Drew","592767","90.1","92.6","88.6",,,"80",,,,
"Leiter Jr., Mark","643410","91.9","91.5","88.6",,"83.8","73.5","84.2",,"79.6",
"Hancock, Emerson","676106","93.4","93.2",,"84.1","86.5",,,,"75.7",
"Herrin, Tim","682120","95.5","93.9",,"87.6",,"81.6",,,,
"Cano, Yennier","666974","96.5","96",,"87.1","91",,,,,
"Neris, Héctor","593576","92.9","92.8",,"85.6",,,"82.7",,,
"Faedo, Alex","656412","94","93.5",,"83.2","89.1",,,,,
"Jarvis, Bryce","686826","95.7","95.1","89.6","86.4","85.1","83.2",,,,
"Ottavino, Adam","493603","93.2","92.1","87.9","83.2","87.2",,,,"78.9",
"Estrada, Jeremiah","669093","97.2","97.1",,"89.8",,,"83.6",,,
"Sandlin, Nick","680704","92.6","92.6",,"79.4",,,"84.8",,,
"Rogers, Tyler","643511","82","82.4",,"73.6",,,,,,
"Hoffman, Jeff","656546","96.7","96.5",,"86.8",,,"90.5",,,
"Hudson, Daniel","543339","95.1","95.1",,"88","88.7",,,,,
"Brebbia, John","605154","93.8",,,"83.1","91.6",,,,,
"Stratton, Chris","608717","91.8","91.7",,"86.1","85.1","79.2",,,"83.6",
"Faucher, Calvin","676534","96",,"91.3",,,"85.7",,,"88.2",
"Suarez, José","660761","93","91.9","88.7","85","82.9","74.1",,,"78.7",
"Clase, Emmanuel","661403","100.3","100","99.5","91",,,,,,
"Hill, Tim","657612","90.7","88.6",,"82.2",,,,,,
"Strahm, Matt","621381","93.4","93.3","88.4","81.5",,,,,,
"Kuhl, Chad","641771","95","93.9","91.5","86.9","87.4",,,,"78.8",
"Garrett, Reed","657585","96.8","96.4","91.6",,,,"88.2",,"85",
"Díaz, Alexis","664747","93.9",,,"87.5",,,,,,
"Stanek, Ryne","592773","97.8","95.4",,"88",,,"89.1",,,
"Thompson, Ryan","657044","92.5","91",,"79",,,,,,
"Suarez, Robert","663158","99.1","98.7","92.5",,"91.1",,,,,
"Voth, Austin","608723","93.6",,"89",,,"75.3",,,"80.8",
"Bummer, Aaron","607481","93.6","93.1","87.4",,"84.2","82.2",,,"82.3",
"Pressly, Ryan","519151","93.8","93.6",,"89.6","89.5","82.4",,,,
"Meyer, Max","676974","94.1","92.6",,"88.2","86.7",,,,,
"Chafin, Andrew","605177","91.7","91.7",,"82.1",,,,,,
"Boyle, Joe","671212","97.7",,,"88",,"80.4",,,"84.6",
"Kimbrel, Craig","518886","93.9",,,,"88.3","84.3",,,"85.6",
"Soto, Gregory","642397","98","97.4","91.8","86.2",,,,,"83.9",
"Kelly, Zack","677161","96.5",,"91.1",,"83.6",,,,"82.2",
"Bender, Anthony","669622","95.5","95.5","93.9","86.5","89.5",,,,"84.9",
"Muñoz, Andrés","662253","98.4","97.5",,"87.6",,,,,,
"Zerpa, Angel","672582","95.8","96.5",,"86.2","88.6","82.2",,,,
"Nicolas, Kyle","693312","97.4",,,"90.9",,"85.6",,,,
"Erceg, Lucas","668674","98.6","98.5",,"85.7","91",,,,,
"Garcia, Robert","676395","94.5","94.2",,"85.5","87.7",,,,,
"Anderson, Justin","605121","96","94.8","92.4","85.6",,,,,,
"Junis, Jakob","596001","92.5","91.9","88.2","83","86.6",,,,,
"Ferguson, Caleb","657571","93.8","94","89",,,,,,"79.1","81.1"
"Rainey, Tanner","663432","94",,,"86.6","85.6",,,,,
"Miller, Tyson","668338","89.6","89.8",,,"85.3","78.8",,,"80.2",
"Webb, Jacob","657097","93.5",,,,"84.3",,,,"82.8",
"Alcala, Jorge","660896","98.1","97.3",,"89.9","91.1",,,,,
"Helsley, Ryan","664854","99.6",,,"89.2",,"81.1",,,,
"Iglesias, Raisel","628452","95.6","95.4",,"84.2","89.5",,,,,
"Hudson, Bryan","663542","91.3",,"86.1",,,,,,"81.5",
"Romero, JoJo","668941","95","94",,"84","85.9",,,,,
"Phillips, Evan","623465","96.2","95.6","92.8",,,,,,"85",
"Jackson, Luke","592426","94.7",,"90.6","87.3",,"84.6",,,,
"Turnbull, Spencer","605513","92","93.2",,"84.8","87.7","78.8",,,"83.8",
"Johnson, Pierce","572955","95.5",,"92",,,"85.4",,,,
"Díaz, Edwin","621242","97.5",,,"89.6",,,,,,
"Nardi, Andrew","677053","94",,,"82.9","91.4",,,,,
"Roupp, Landen","694738","93.7","94.4",,"83.9","88.2","77.4",,,,
"Harvey, Hunter","640451","97.8",,,"85.7",,"82.3","89.2",,,
"Foley, Jason","671345","97.2","96.9",,"88.5","92.2",,,,,
"McArthur, James","663704","94.7","95.1",,"87.7",,"83.7",,,,
"Varland, Louis","686973","96.3","93.8",,"90.1","89.4","84.6",,,,
"Payamps, Joel","606303","94.8","94.7",,"83.8","89.5",,,,,
"Brazobán, Huascar","623211","96.6","96.2","89.1",,"90.3",,,,,
"García, Luis","472610","96.1","96.4","88.2","82.8",,,"87.1",,"80.8",
"Smith, Burch","572143","94.9","91.1","87.6",,"85.3","80",,,"83.5",
"Schreiber, John","670167","92.8","92","88.7",,"85.9",,,,"81.1",
"Martin, Davis","663436","93.6","93.7","89","83.6","89.3","78.4",,,,
"Thielbar, Caleb","573204","93.2",,,"87.2",,"74.1",,,"81.5",
"Sims, Lucas","608371","94.2",,"90.9","84.8",,"79.8","88.3",,"84.1",
"Duran, Jhoan","661395","100.5",,,,,"86.1","97",,,
"Rodríguez, Randy","678495","97.6","96.3",,"84.7","89.7",,,,,
"Holderman, Colin","670059","97.1","97.2","92.2",,,,,,"84.7",
"Mantiply, Joe","573009","89.4","88.9",,,"81","79.2",,,,
"Mlodzinski, Carmen","669387","96.2",,"92.5","87.6","88.6",,,,"84.9",
"Rodriguez, Eduardo","593958","92","91.7","88.8","83.9","86.7",,,,,
"Elder, Bryce","693821","91.5","90.2","86.8","83.6","85.2",,,,,
"Pérez, Cionel","672335","96.5","96.1",,"83.1",,,,,,
"Bernardino, Brennan","657514",,"91.4","86.8","84.2",,"78.9",,,,
"Kochanowicz, Jack","686799","96.4","95.8",,,"88.3","85",,,,
"Lee, Dylan","669276","92.4",,,"84","85.7",,,,,
"King, John","667463","93.6","93.5",,"83.5","84.4",,,,,
"Moore, Matt","519043","92.7",,"88.2",,"82.8","82.1",,,,
"Wicks, Jordan","696136","92.5","91.7",,"86","82.2","78.4",,,"82.6",
"Miller, Shelby","571946","93.5",,"88.4","88.3",,,"86.8",,,
"Brown, Ben","676962","96.4",,,,"90.6","86.5",,,,
"Winn, Keaton","676775","95.7","94.8",,"87.9",,,"88.9",,,
"Green, Chad","643338","95.5","96","91.5","87.7",,,,,,
"Dubin, Shawn","681869","95","95.6","89",,"88.3","81.4",,,"83.1",
"Martinez, Seth","661527","90.8","89.8",,,"84.7",,,,"79.1",
"McFarland, T.J.","519008","88.8","88","82.2",,"81.4",,,,"78.2",
"Ruiz, José","614179","96.4","95.8",,"92.3","89.9","86.2",,,,
"Peguero, Elvis","665625",,"96.8",,"90.1",,"69.1",,,,
"Grove, Michael","675627","94.1","96","92.9","86.9",,"79.9",,,,
"Estévez, Carlos","608032","96.8",,,"89.4","89.4","83.2",,,,
"Ferguson, Tyler","621053","95.9","95.1","91.2",,"88.6",,,,"84.6",
"Wilson, Justin","458677","95.5",,"92.3","88.4",,,"86.9",,,
"Latz, Jacob","656641","94.9",,,"83.5","85.9","76.4",,,,
"Slaten, Justin","686580","96.4",,"91.5",,,"84.3",,,"84",
